0.5	 0	 0.210043
0.5	 0.5	 -0.00636484
0.5	 1	 -0.114742
0.75	 0	 0.00670091
0.75	 0.5	 -0.108377
0.75	 1	 -0.0978853
1	 0	 0.0164478
1	 0.5	 0.0699265
1	 1	 0.219853
