0	 0	 0.0161585
0	 0.5	 -0.00516592
0	 1	 0.00415483
0.25	 0	 -0.0348082
0.25	 0.5	 -0.0306793
0.25	 1	 -0.0242966
0.5	 0	 0.0328505
0.5	 0.5	 0.0249136
0.5	 1	 0.0162339
