0	 0	 0.0114113
0	 0.5	 0.0330786
0	 1	 0.0639295
0.25	 0	 -0.0730603
0.25	 0.5	 -0.00914905
0.25	 1	 0.0215551
0.5	 0	 -0.0629558
0.5	 0.5	 0.0506307
0.5	 1	 0.101261
